id,status_group
6707,functional
2399,non functional
951,non functional
10330,functional
6873,functional
9626,functional
9249,functional
9433,non functional
10612,non functional
9613,functional
342,functional
618,functional
7833,functional
2518,non functional
8548,functional
5357,non functional
14689,functional
5180,functional
3201,functional
9815,non functional
13771,non functional
1221,non functional
2486,functional
5703,non functional
3736,functional
11179,functional
12599,non functional
11975,functional
710,functional
8402,functional
7503,functional
2851,functional
13676,functional
5742,functional
2733,functional
4583,functional
9959,functional
4691,non functional
7063,non functional
7895,functional
13618,functional
3807,functional needs repair
11379,functional
1700,non functional
8895,non functional
11576,non functional
14300,functional
3128,functional
6384,functional
574,functional
11763,functional
2058,functional
3610,non functional
12794,non functional
1420,functional
407,non functional
11026,functional
10498,functional
10537,non functional
11426,non functional
11666,non functional
6907,functional
7376,non functional
7050,non functional
9137,functional
4424,non functional
5696,functional
7995,functional
6537,non functional
10482,functional
10830,functional
10047,non functional
8373,functional
1250,functional
12857,functional
786,functional
4236,functional
1542,functional
13002,non functional
10104,functional
8667,functional
337,non functional
12097,functional
1112,non functional
12873,functional
10614,functional
12190,functional needs repair
9656,non functional
4679,non functional
8260,functional
13950,functional
6561,non functional
12883,functional
12541,functional
5387,functional
7213,functional
11706,functional
3163,functional
4859,functional
14224,non functional
10646,non functional
5210,functional
10572,functional
2519,functional
10193,functional
10276,functional
3375,functional
11273,functional
1846,functional
14567,functional
7782,functional
1967,functional
7723,non functional
13301,functional
6406,non functional
10980,functional
11113,functional
13935,functional
8395,non functional
3298,non functional
2127,non functional
2150,functional
3133,functional
6506,functional
8223,functional
14558,functional
13856,functional
14180,functional
1321,non functional
11370,non functional
2977,non functional
8032,non functional
13868,functional
6986,functional
5473,functional
1495,functional
9988,functional
14188,functional
5230,functional
8400,non functional
11004,non functional
10489,non functional
11983,non functional
11092,non functional
768,functional
14580,functional
9516,functional
1949,functional
14794,functional
4169,functional
1436,non functional
14359,non functional
11501,functional
10756,non functional
1634,functional
800,functional
3594,non functional
12976,functional
12792,functional
14326,functional
13366,non functional
12814,non functional
1494,non functional
12744,functional
11546,non functional
6893,non functional
629,functional needs repair
14191,functional
12793,functional
10746,functional
2207,functional
7188,functional
2174,non functional
9508,functional
1209,non functional
5765,non functional
4906,functional
4658,non functional
10316,functional
6532,non functional
13384,non functional
6989,functional
6774,functional
10283,functional
7653,non functional
10278,non functional
12479,functional
6033,non functional
1694,functional
403,functional
5593,functional
12580,non functional
7852,non functional
11773,non functional
14039,non functional
3260,non functional
11038,functional
13528,functional
7346,non functional
374,functional
11693,non functional
1036,functional needs repair
6075,non functional
10136,non functional
5231,functional
10638,non functional
13734,functional
8145,non functional
2928,functional
8079,functional
2983,non functional
10797,non functional
2247,functional
9755,functional
4729,non functional
4159,functional
3996,functional
14230,non functional
2337,functional
13736,functional
3450,functional
11319,functional
1192,functional
9440,functional
9968,non functional
7982,non functional
12950,non functional
4855,functional
7899,non functional
14449,non functional
13525,non functional
9797,non functional
1189,non functional
4149,functional
13306,non functional
11034,functional
5114,non functional
5639,functional
13679,functional
9934,non functional
13880,functional
1474,functional
11835,functional
4545,non functional
2932,functional
1258,non functional
6287,non functional
13154,functional
12315,functional
4523,functional
5304,functional
8922,functional
14729,non functional
8626,functional
10643,functional
3392,functional
3138,functional
1186,functional
12303,non functional
3740,non functional
822,functional
9298,functional
156,functional
8837,functional
4304,non functional
1384,functional
6428,functional
11851,non functional
14561,functional
8678,functional
7582,non functional
6372,functional
2985,functional
11291,functional
11115,functional
2601,functional
7793,non functional
6572,non functional
6925,non functional
14621,functional
7543,non functional
11084,functional
13746,functional
12393,functional
13943,functional
13451,non functional
7918,functional
13071,functional
1751,functional
7926,functional
487,functional
78,functional
9898,functional
13399,functional
2714,functional
11879,non functional
12748,functional
534,functional
14117,functional
13540,non functional
14834,functional
6793,functional
5847,non functional
14228,functional
1987,non functional
6073,non functional
2418,functional
6101,functional
216,non functional
3799,functional
1984,functional needs repair
2122,non functional
9208,functional
14448,non functional
12198,non functional
3766,functional
10993,functional
1777,non functional
12069,functional
5964,non functional
3694,non functional
4795,functional
11657,functional
780,functional
789,non functional
11376,functional
9734,functional
13605,functional
2401,non functional
5503,functional
10251,non functional
4096,functional
3937,functional needs repair
8593,non functional
14054,functional
3723,non functional
7214,functional
7389,functional
8271,non functional
4227,non functional
13356,functional
3052,functional needs repair
6095,non functional
278,functional
3194,functional
5509,functional
13008,functional
611,functional
8449,functional
6438,non functional
4959,non functional
4994,non functional
1793,functional
1513,non functional
6167,non functional
12692,functional
1838,functional
3114,functional
8433,non functional
3552,functional
3559,functional
2940,non functional
1361,non functional
5772,functional
5799,functional
3623,non functional
8674,functional needs repair
2917,functional
10339,functional
6722,non functional
12289,functional
12817,functional
10787,functional
11535,non functional
5945,non functional
14425,functional
7845,functional needs repair
8828,functional
1452,functional
14704,functional
824,functional
7959,functional
2179,non functional
6948,non functional
8261,non functional
12362,functional
6806,functional
3420,functional
3557,functional
1575,functional
13043,functional
13127,functional
11609,functional
2020,functional
9978,non functional
1801,functional
9354,non functional
11469,functional
4303,functional
4158,functional
10619,functional
7390,functional
10414,non functional
2034,functional
3957,non functional
1558,functional
3036,functional needs repair
11308,non functional
13985,functional
13993,functional
1931,functional
5719,functional
954,functional
7730,non functional
3611,non functional
5915,functional
604,functional
6196,functional
5069,non functional
9665,functional
3176,functional
1385,non functional
13889,functional
9661,functional
8700,functional
10299,functional
9036,functional
9097,functional
8817,non functional
14764,functional
8541,functional
3167,non functional
6895,non functional
10328,non functional
14692,functional
826,functional
7625,functional
5899,functional
13304,functional
13020,functional
14413,non functional
13141,non functional
10474,functional
6511,functional
7792,functional
2041,non functional
2959,non functional
8578,non functional
8210,non functional
585,non functional
5286,non functional
192,functional needs repair
6838,functional
13244,non functional
8353,non functional
1117,functional
3115,non functional
9093,functional
5652,functional
13485,functional
11195,functional
14379,functional
14377,functional
13647,non functional
8063,functional
3811,functional
4772,functional
12280,functional
5592,functional
8090,functional
2409,non functional
14673,functional
7796,non functional
4947,non functional
1671,non functional
13598,non functional
13358,functional
8084,functional
2957,functional
5006,functional
4977,non functional
5720,functional
7493,functional needs repair
573,functional
503,functional needs repair
2896,functional
3659,non functional
4524,non functional
13282,non functional
1045,functional
6918,functional
3068,functional
10442,functional
5343,functional
8670,non functional
11990,functional
8762,functional
14651,functional
2013,non functional
961,non functional
5450,functional
4497,functional
4370,functional
4538,non functional
5283,functional
11817,non functional
3312,functional
14016,functional needs repair
14302,functional
11514,non functional
13884,functional
8368,functional needs repair
6993,functional
11285,functional
10367,functional
2599,non functional
7745,functional
9455,non functional
1670,functional
14446,non functional
13857,functional
871,functional
8474,functional
13782,functional
446,non functional
5490,functional
8156,non functional
4113,functional
5133,functional
10245,functional
14827,functional
13744,non functional
121,functional
7024,functional
4887,functional
2172,functional
5073,functional
510,non functional
7114,functional
4703,functional
3816,non functional
7749,non functional
80,functional
401,non functional
7316,functional
13968,non functional
2194,functional
6632,functional
3105,non functional
9430,functional
11365,functional
2564,functional
2850,functional
6460,non functional
7547,functional
11400,functional
1490,non functional
14476,functional
7522,non functional
7360,non functional
8377,non functional
13226,functional
2257,functional
4411,functional
5796,functional
5413,functional
10113,functional
6404,functional
9768,non functional
10793,functional
14178,non functional
7335,non functional
2684,non functional
12491,functional needs repair
9088,non functional
9344,non functional
7848,functional
886,functional
4836,functional
9095,functional
1656,functional
5477,functional
3356,functional
5484,functional
14257,functional
8813,functional
9691,functional
11189,functional
8533,functional
9495,functional
614,non functional
12023,functional
7552,functional
13,non functional
7231,functional
5546,functional
5747,functional
14619,non functional
14342,non functional
14451,functional
9046,functional
3506,functional
10370,non functional
12339,non functional
6999,functional
4732,functional
512,functional
2506,functional
5555,non functional
13260,functional
13040,functional
6778,functional
2082,non functional
3656,functional
12248,functional
8986,non functional
10291,functional
6163,functional
12258,non functional
5355,non functional
14196,functional
5954,functional
6311,non functional
10019,functional
13188,functional
5620,functional
8000,non functional
7274,functional
2799,functional
12993,functional
8622,functional
12858,functional
13677,non functional
7717,functional needs repair
2990,functional
12868,non functional
6842,functional
10375,functional
928,non functional
12936,functional
7023,functional
5118,functional
14531,functional
9850,functional
7016,functional
8979,functional
6452,functional
14630,functional
1903,functional
1159,functional
74,non functional
5470,functional
8732,functional
3388,functional
12603,non functional
11099,functional
203,functional
5359,functional
10585,non functional
14590,non functional
10970,non functional
3205,non functional
4825,functional
7594,non functional
726,functional
5266,functional
11545,functional
5465,functional
6527,functional
3272,functional
13846,functional needs repair
11100,functional
6735,functional
8682,non functional
2645,functional
977,functional
1230,functional
3718,functional
11111,functional
3322,non functional
6096,functional
10368,non functional
10111,functional
14699,functional
2540,functional
10851,functional
1106,non functional
9207,functional
8089,functional
13928,functional
7571,functional
11128,functional
13293,non functional
5809,non functional
10005,functional
9468,non functional
13189,non functional
8447,non functional
4950,functional
5436,functional
6613,functional
7228,functional
12360,functional
1134,functional
3010,non functional
9017,functional
5786,non functional
8469,non functional
8836,functional
9121,non functional
14811,functional
8397,non functional
2209,functional
10001,functional
6940,functional
6741,functional
2742,non functional
12523,non functional
4056,non functional
2438,functional
13688,functional
4041,functional
10290,functional
12697,functional
3366,non functional
4046,non functional
14638,non functional
4964,functional
14618,functional
11335,functional
5800,non functional
1173,functional
14756,non functional
13018,non functional
7077,non functional
8586,functional
2903,functional
3100,non functional
778,functional
10552,functional
8067,functional
4618,functional
13327,functional
9260,functional
5411,functional
5677,non functional
8891,functional
4751,non functional
7595,functional
6737,functional
5351,functional
3991,non functional
9323,non functional
5722,functional
14022,functional
2561,functional
3074,functional
3655,functional
236,non functional
11058,non functional
12675,functional
381,functional
10301,functional
7892,non functional
9469,non functional
4190,non functional
4972,non functional
5697,functional
6954,functional
6292,functional needs repair
10282,functional
11935,functional
7843,functional
8246,functional
4578,functional
8235,functional
2897,functional
2554,functional
10023,non functional
4693,functional
2845,functional
7922,functional
3574,functional
11046,functional
5014,functional
8903,functional
1206,functional
7565,functional
4360,non functional
9042,functional
13206,functional
2942,non functional
2060,functional needs repair
10284,non functional
1761,functional
11593,non functional
10945,non functional
12876,functional
7267,functional
7612,non functional
11462,non functional
8075,non functional
658,functional
5211,functional
8480,non functional
8357,functional
6224,non functional
14274,functional
6784,functional
12833,non functional
2240,functional
5052,non functional
6402,functional
6759,functional
3295,functional
242,functional
12849,functional
11137,non functional
9488,functional
10984,non functional
10960,functional
2195,functional
8991,functional
4588,non functional
7875,non functional
9711,non functional
2248,functional
7043,functional
2686,functional
5307,non functional
4233,functional
9527,non functional
11085,functional
14597,functional
1082,non functional
12956,non functional
313,functional
8618,functional
4818,non functional
419,non functional
9289,functional
3537,functional
50,functional
4333,functional
9162,functional needs repair
11846,functional needs repair
8380,non functional
3999,functional
8835,functional
13434,non functional
6533,functional
894,non functional
5763,non functional
11778,functional
2680,functional
11173,functional
5058,functional
3514,non functional
12731,functional
2701,functional
2785,functional
9751,functional
1938,functional
5183,functional
9110,functional
3007,functional
13557,non functional
2717,functional
6265,functional
6699,functional
4697,non functional
4649,functional
12256,functional
14243,functional
170,non functional
8636,functional
6053,functional
1460,functional
3320,functional
1991,functional
6233,functional
9386,functional
14482,functional
6975,functional
11932,functional
7521,functional
994,non functional
14575,non functional
5781,non functional
787,functional
14803,functional
4988,non functional
1000,functional
9686,non functional
13790,non functional
11889,functional
2545,functional
13006,functional
9252,non functional
7322,functional
2153,non functional
13554,functional
9969,functional
13986,non functional
8123,non functional
14415,non functional
8927,functional
2419,functional
7621,non functional
11003,functional
12750,functional
13990,non functional
14790,functional
4200,functional
11815,non functional
8889,functional
4232,functional
843,functional
2856,non functional
86,non functional
12516,functional
7668,functional
6859,non functional
1693,functional
6021,functional
7611,functional
5128,non functional
11919,functional
5258,functional
3630,functional
13080,functional
12266,functional
1948,non functional
12928,functional
12420,non functional
14245,functional
7466,functional
375,functional
3529,functional
8275,non functional
10712,functional
12225,functional
11785,functional
6899,functional
3729,non functional
11138,functional
4246,functional
6719,functional
14432,functional
12265,non functional
10415,functional
377,non functional
8461,non functional
3413,functional
5640,non functional
14574,functional
1314,functional
8355,functional
7685,functional
2421,non functional
2281,functional
1263,functional
14286,functional
1466,non functional
11022,non functional
2679,functional
4062,functional
4487,functional
3865,non functional
9588,non functional
11224,functional
13303,functional
13155,functional
1874,non functional
2313,functional
2372,non functional
2280,functional
14116,non functional
10287,functional needs repair
11471,non functional
1364,functional
1804,functional
55,non functional
4489,non functional
3284,non functional
4362,non functional
7976,functional
10493,functional
14760,functional
14350,non functional
9715,non functional
5963,functional
4778,functional
5016,functional
11918,functional
9857,non functional
13345,functional
7655,functional
7465,non functional
13837,non functional
7178,functional
4568,functional
12992,functional
3307,functional
7150,functional
1821,non functional
769,non functional
2186,non functional
11660,functional
8921,functional
3730,functional
6708,functional
6575,non functional
11897,non functional
8572,functional
2848,functional
12713,functional
14724,non functional
5658,functional
10715,functional
11917,non functional
5746,non functional
2634,functional
11246,functional
13448,functional
8159,functional
6523,non functional
1940,functional
3039,non functional
2459,functional
8083,non functional
7347,functional
5641,functional
8869,functional
5036,functional
9271,functional
6007,non functional
3861,functional needs repair
6947,non functional
4604,functional
11967,non functional
3425,non functional
3565,functional
5294,functional
6106,non functional
7783,functional
11425,non functional
11205,functional
695,functional
10857,non functional
10942,functional
240,functional
10119,non functional
1293,functional
9084,functional
6910,functional
14422,non functional
2852,non functional
770,non functional
6470,non functional
14207,functional
12079,functional
1357,functional
9780,functional
3217,functional
4704,functional
6692,functional
13376,functional
14421,non functional
12127,non functional
8646,functional
7229,functional
12836,non functional
8508,functional
1279,functional
6324,non functional
11354,functional
8608,non functional
4390,functional
7081,non functional
13450,non functional
6048,non functional
8369,functional
3940,non functional
11331,functional
4864,functional
6550,functional
3442,functional
3998,non functional
6772,functional
6371,functional
5687,functional
12276,functional
10045,non functional
4128,functional
11316,non functional
288,functional needs repair
13693,functional
6395,functional
11390,functional
13355,functional
11088,functional
9247,functional
9935,functional
3517,functional
8714,functional
289,functional
9634,functional
5243,functional
8016,functional
117,non functional
157,non functional
11845,functional
1672,functional
347,functional
4186,functional
5296,non functional
8624,functional
12022,functional
738,functional
13300,non functional
14123,non functional
5449,non functional
14071,functional
11512,functional
5068,functional
1669,functional
11613,functional
3253,functional
9149,functional
584,functional
13496,functional
14504,non functional
9133,non functional
10550,functional
12104,functional
9090,functional
12573,functional
14192,functional
3826,functional
12270,functional
3244,non functional
14355,functional
6830,functional
5009,functional
10244,functional
4132,functional
3345,non functional
8166,functional
1424,functional
2104,functional
169,functional
14539,functional
11841,functional
13665,functional
2144,non functional
8307,functional
4546,non functional
11429,non functional
3476,functional
5934,non functional
14344,functional
1639,non functional
9896,non functional
7181,functional
12926,functional
3613,functional
4372,functional
3290,functional
4657,functional
3492,functional
6413,functional
6306,non functional
559,functional
12633,functional
10338,non functional
10528,non functional
1901,functional
4871,functional
12835,functional
5585,functional
14397,functional
4238,functional
6616,functional
8069,functional
9525,functional
1623,functional
6794,functional
4309,functional
725,functional
12509,functional
5642,functional
9637,functional
1954,functional
2066,non functional
10544,non functional
6773,functional
6981,functional
1879,non functional
14400,functional
11822,functional
5406,functional
3713,functional
926,non functional
9594,functional needs repair
160,non functional
14444,functional
6474,non functional
6329,non functional
11871,non functional
2447,non functional
13946,functional
3752,functional
2727,non functional
2,non functional
10453,functional
4481,functional
2116,functional
10629,functional
5739,functional
11596,functional
8925,non functional
2685,functional
2875,functional
5142,non functional
3075,functional
8268,functional
13000,non functional
590,functional
6824,functional
2824,non functional
1966,non functional
13464,non functional
8999,functional
8410,functional
514,functional
890,non functional
9956,non functional
10186,non functional
6119,non functional
2111,non functional
1131,functional
666,functional
5665,functional
11945,non functional
11958,non functional
8509,functional
9579,functional
1323,functional
1199,non functional
947,functional
6067,functional
9405,functional
14459,non functional
5340,non functional
13627,non functional
6672,functional
7683,functional
2263,non functional
2945,functional
11865,functional
6740,non functional
6799,functional
8229,functional
4116,non functional
13386,functional needs repair
7950,functional
10570,functional
9329,functional
2996,functional
1291,non functional
1842,non functional
391,functional
13111,functional
13367,functional
13878,functional
14332,functional
9099,functional
6475,functional
3783,non functional
2953,functional
10557,non functional
10881,functional
13167,non functional
3822,functional
5553,functional
8323,non functional
12939,functional
9025,non functional
8446,functional
11694,non functional
12236,functional
7978,non functional
6069,functional
8885,functional
6597,functional
8152,functional
180,non functional
316,functional
2802,non functional
1632,functional
9064,non functional
2296,functional
1929,non functional
9712,non functional
12543,non functional
14725,non functional
13194,functional
1050,functional
6128,functional
13011,functional
2689,functional
9976,functional
8952,non functional
8686,functional
7401,functional
14474,functional
6606,functional
13190,non functional
4438,functional
11977,functional
8340,functional
10991,functional
7644,non functional
14758,functional
56,functional
4245,functional
105,non functional
7425,functional
7479,functional
462,functional
5282,non functional
4946,non functional
9478,functional
148,functional
4620,functional
11430,non functional
4676,non functional
14055,functional
6776,functional
10058,functional
14659,functional
11292,functional
13738,functional
4028,functional
8840,functional
4601,functional
10030,non functional
4591,functional
12957,functional
4898,functional
5850,non functional
12665,functional
7987,functional
13517,non functional
10971,non functional
14091,non functional
14810,functional
7554,non functional
10298,functional
13708,functional
13334,functional
7930,non functional
3591,functional
7988,functional
12446,functional
747,functional
7773,non functional
10825,non functional
5337,functional
379,functional
1475,functional
11747,non functional
12638,functional
14642,functional
765,functional
10454,functional
5166,non functional
10273,non functional
8620,functional
2847,functional
7990,functional
1545,functional
264,functional
11299,non functional
7151,functional
10839,functional needs repair
8365,non functional
9063,non functional
9242,non functional
8573,functional
3802,functional
13486,functional
5227,non functional
10398,functional
9327,functional
106,functional
2772,functional needs repair
12229,functional
6317,functional
5981,non functional
11106,functional
6731,functional
5265,functional
3238,functional
6715,non functional
14062,non functional
1342,functional
8364,functional
422,functional needs repair
3651,functional
973,functional
11255,functional
2632,non functional
7616,non functional
1516,functional needs repair
11194,functional
9617,non functional
3110,functional
10708,non functional
5659,functional needs repair
10603,non functional
11810,functional
9394,functional
10165,functional
11544,functional
1348,non functional
6291,functional
12495,non functional
11586,functional
7315,functional
737,functional
4448,functional
10582,non functional
5664,functional needs repair
12179,functional
7223,functional
13629,functional
6768,functional
4905,functional
6063,non functional
4938,non functional
8712,non functional
2278,functional
9256,non functional
10699,functional
5686,functional
13664,functional
7932,functional
6834,functional
12526,functional
7383,non functional
5673,functional
13395,functional
418,functional
14310,non functional
13743,functional
2482,non functional
10879,functional
14345,non functional
1015,non functional
9513,functional
9630,functional
13078,non functional
6502,functional
6664,non functional
12321,functional
8945,non functional
10399,functional
6686,non functional
1973,functional
19,non functional
13134,non functional
8221,non functional
9182,functional
3566,functional
14141,functional
426,functional
5939,functional
9505,functional
9627,functional
8685,functional
13591,functional
7787,functional
11334,functional
11746,non functional
9684,functional
13093,functional
14503,non functional
9878,non functional
13683,non functional
11770,functional
11302,functional
10742,functional
6833,functional needs repair
11893,non functional
10886,functional
8939,functional
2318,functional
10836,functional
11420,functional
14220,non functional
7973,functional
4885,functional
10176,functional
1781,functional
10481,functional
4319,non functional
3481,non functional
13409,non functional
2830,functional
1538,functional
13899,functional
2146,non functional
8189,non functional
7748,non functional
9031,non functional
13988,functional
12632,non functional
14160,functional
2490,functional
1459,functional
12947,non functional
14182,functional needs repair
5578,functional
9767,functional
5836,non functional
7997,functional needs repair
12060,functional
7836,non functional
12365,non functional
12246,functional
3334,functional
8625,non functional
14152,functional
2539,non functional
2011,functional
3135,non functional
13083,functional
519,functional
12374,functional
1532,non functional
7529,functional
13751,functional
4622,non functional
8692,functional
3936,non functional
1942,non functional
9080,functional
4103,functional
12984,functional
9783,functional
5027,functional
1332,functional
3820,functional
3804,functional
9611,functional
5305,non functional
2954,non functional
11241,non functional
11206,non functional
7496,functional
12630,functional needs repair
14846,functional
8955,non functional
11443,functional
1561,functional
9846,functional
1369,functional
4519,non functional
10129,functional
9342,functional
11829,functional
6171,functional
8478,functional
8571,non functional
2312,functional
10931,non functional
10652,non functional
10003,non functional
10435,functional needs repair
9782,functional
11393,functional
8240,functional
12433,functional
9745,functional
14317,functional
13579,functional
4385,functional
4027,functional
6174,functional
12006,non functional
14586,functional
12875,functional
12333,functional
14285,functional
5971,functional
13814,non functional
1677,functional
7455,non functional
2761,functional
2949,functional
6841,functional
14057,functional
11878,non functional
1631,non functional
11025,functional
7669,functional
10969,non functional
13163,functional
9255,non functional
3285,functional
11474,functional
893,non functional
6930,functional
6698,non functional
2079,functional
10009,non functional
5908,functional
3352,non functional
9330,functional
2844,functional
1111,functional
6526,non functional
12156,functional
5285,functional
2557,functional
14560,non functional
1086,functional
4809,functional
5564,functional
4645,functional
14078,functional
5360,functional
1038,functional needs repair
2641,non functional
13264,non functional
8789,functional
365,functional
661,non functional
12716,functional
13763,functional
6736,non functional
7185,functional
11190,functional
3175,functional
11284,functional
6354,functional
324,non functional
13364,functional
11610,non functional
2973,functional needs repair
10182,functional
3475,functional
8333,non functional
10184,functional
13228,non functional
9756,non functional
11434,non functional
1860,functional
7914,non functional
2595,functional
294,functional
4667,functional
463,functional
790,functional
1341,functional
7634,non functional
11247,non functional
4532,non functional
11129,non functional
6653,functional
12454,non functional
4967,functional
10180,non functional
1301,functional
5356,functional
13870,functional
3398,non functional
576,non functional
6026,non functional
7424,functional
11490,functional
3410,functional
6079,functional
13390,non functional
7826,functional
13059,non functional
9002,functional
14318,functional
4706,non functional
2069,non functional
14829,functional
1797,functional
10754,functional
7204,functional
920,functional
12722,functional
1334,functional
2051,non functional
14566,functional
1059,non functional
73,non functional
14750,functional
10034,non functional
4920,non functional
14031,functional
3805,functional
11295,non functional
9177,functional
14632,non functional
9937,functional
3619,non functional
351,functional
14770,functional
12855,functional
12202,non functional
3086,functional
12525,functional
14455,non functional
3162,functional
11743,functional
13861,functional
13566,functional
7416,non functional
12743,functional
3226,functional
11380,functional
8550,functional
13555,functional
5403,functional
3520,functional
1013,functional
13620,functional
3310,functional
13974,functional
13568,functional
1267,non functional
10526,functional
317,functional
2883,functional
2451,functional
11217,functional
12105,functional
3603,non functional
5438,functional
6135,functional
4781,functional
2489,functional
3330,functional
11726,non functional
12839,non functional
4669,functional
11750,functional
13543,non functional
7698,functional
8216,non functional
3549,functional
13039,functional
599,functional
3620,functional needs repair
7570,non functional
8097,functional
6442,functional
5033,functional
12451,functional
10529,functional
7824,functional
6760,functional needs repair
12785,non functional
9119,functional
12987,non functional
11573,functional
7706,non functional
5334,functional
12249,functional
9373,functional
545,functional
11061,functional
14505,non functional
3532,non functional
9334,functional
11731,functional needs repair
11627,functional
9026,functional
218,non functional
1815,functional
1627,functional
1088,functional
13072,functional
408,functional
897,non functional
2211,functional
10002,non functional
1963,functional
10755,non functional
2277,functional
7321,functional
4685,functional
3395,non functional
6274,non functional
2239,functional
13553,functional
1185,non functional
3407,functional
1771,non functional
6790,functional
2014,functional
3968,functional
4439,non functional
10261,functional
13092,functional
9584,non functional
9085,functional
7853,functional
6788,non functional
9474,non functional
6229,functional needs repair
4537,non functional
8748,non functional
4709,non functional
2272,non functional
1816,functional
10388,functional
4371,non functional
13309,functional
14536,functional
3692,non functional
8188,functional
4000,non functional
6350,non functional
64,functional
2395,non functional
13294,functional
4300,functional
10161,functional
9070,non functional
12631,functional
7176,functional
9028,functional
1726,non functional
5533,functional
7441,functional
11959,functional
11067,functional
1001,functional
14184,functional
7110,functional
2975,functional
6342,functional
11039,functional
5529,functional
1312,non functional
7638,non functional
13144,functional
2862,functional
2676,functional
7822,functional
11124,functional
1831,functional
4527,non functional
13650,non functional
8565,non functional
14033,non functional
2471,functional
12890,functional
11339,non functional
4079,non functional
9141,non functional
2819,functional
208,functional
10383,non functional
1988,functional
12348,functional
14059,non functional
10355,non functional
4968,functional
3767,functional
7504,non functional
9339,functional
570,functional
14798,non functional
1419,non functional
13452,functional needs repair
7915,functional
5369,functional
14596,non functional
2255,functional
7453,functional
5831,non functional
3829,functional
814,functional
11883,functional
10633,functional
7815,functional
2857,functional
4286,functional
72,functional
12892,functional
12063,functional
4854,non functional
12012,non functional
1184,functional
11909,non functional
10477,functional
9153,non functional
5898,functional needs repair
10583,functional
3899,non functional
229,functional
1445,functional
8803,non functional
5647,functional
4565,functional
5502,non functional
8057,functional
1239,non functional
87,functional
7350,functional
8466,functional
1034,functional
10175,non functional
9742,functional
1657,functional
10953,functional
4584,functional
10998,functional needs repair
8196,non functional
6704,non functional
10354,functional
6917,functional
13504,functional
12704,functional
8786,functional
4205,non functional
363,non functional
13412,non functional
1458,functional
1770,functional
7244,non functional
9957,functional needs repair
2502,functional
4420,non functional
7637,functional
2258,non functional
10114,functional
8038,non functional
14601,functional
4852,functional
12261,functional
14683,non functional
12854,non functional
13888,functional
1902,functional
7514,non functional
11107,functional
7410,functional
7011,functional
2432,non functional
10760,non functional
12061,non functional
7329,non functional
6691,functional
9970,non functional
5811,non functional
13845,non functional
8401,functional
8595,non functional
7780,functional needs repair
13453,non functional
1811,non functional
4486,functional
6098,non functional
7768,functional
5700,functional
10214,non functional
6008,functional
3109,non functional
3890,non functional
14823,functional
13958,non functional
8092,non functional
9810,functional
14088,functional
14785,non functional
6216,functional
1155,non functional
10227,functional
189,functional
4075,functional
4971,functional
6846,non functional
5674,functional
4731,functional
9127,functional
771,non functional
9112,functional
2073,functional
205,functional
11745,functional
12560,functional
2664,functional
8778,functional
2703,functional
6574,functional
6520,functional
1305,non functional
12080,non functional
4582,functional
13238,non functional
2308,non functional
10966,functional
6770,functional
13527,functional
6280,non functional
10689,non functional
4495,functional
1868,functional
11150,functional
9079,functional
11108,non functional
7476,non functional
13508,functional
2390,functional
2301,functional
13590,functional
9481,non functional
12610,non functional
4965,functional
214,functional
14043,non functional
7575,functional
9582,functional
8192,functional
3103,functional
167,functional
9498,non functional
1622,functional
11842,functional
8611,functional
5106,functional
5376,non functional
11045,non functional
8322,functional
3695,functional
13966,functional
1415,functional
14552,functional
4621,non functional
12643,functional needs repair
12935,functional
3831,functional
7961,functional
7107,functional
5863,functional
6346,non functional
891,functional
6695,functional
2243,functional
6924,non functional
3339,functional needs repair
6782,functional
13139,non functional
8375,functional
14337,non functional
10906,non functional
5040,functional
10642,functional
724,functional
11744,functional
2270,functional
4289,functional
6111,functional
12067,functional
8802,functional
12207,non functional
4265,non functional
7872,non functional
8792,functional
11048,functional
177,non functional
6851,functional needs repair
13214,functional
10753,functional
6629,non functional
10196,functional
1254,functional
2198,functional
1668,functional
11328,functional
12761,non functional
6861,non functional
6809,functional
6545,non functional
6879,functional
12460,functional
4220,non functional
2141,non functional
3690,functional
3672,non functional
12862,functional
14547,non functional
4066,functional
13570,functional
14357,functional
13592,functional
10531,functional
11119,functional
9839,non functional
13710,functional
6876,non functional
5511,functional
12279,functional
9844,non functional
4678,functional
7601,non functional
8454,non functional
4868,functional
6746,functional
9444,functional
9152,functional
5910,functional
6662,functional
712,non functional
3568,functional
13437,functional
10264,non functional
8831,functional
10776,functional
7270,functional
12427,functional
10109,functional
12536,functional
1768,functional
9447,functional
8366,functional
12657,functional
8473,functional
5003,non functional
8966,functional
5103,non functional
855,non functional
13382,functional
9814,functional
995,functional
14801,functional
11537,functional
12473,functional
857,non functional
9643,non functional
10812,non functional
5494,non functional
3275,non functional
10522,functional
992,non functional
5737,functional
13275,functional
11830,functional
3989,functional
6146,functional
13932,functional
7435,non functional
3597,functional
9824,non functional
2098,non functional
12498,functional
12768,functional
8417,functional needs repair
6044,functional
8546,functional
12251,functional
11678,non functional
10231,non functional
10015,functional
1032,non functional
7636,functional
12899,functional
13982,non functional
6369,non functional
8899,functional
9944,functional
8383,functional
6036,functional
4935,functional
6864,functional
2340,functional
2508,non functional
2008,functional
2228,functional
7572,functional
6322,functional
5725,non functional
14190,non functional
4197,non functional
4352,functional
14481,functional
2628,functional
5962,functional
7183,functional
